season,round,date,time,referee,home_team,away_team,result,home_score,away_score,home_gk_saves,away_gk_saves,home_penalties,away_penalties,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_shots_on_target_from_penalty_area,away_shots_on_target_from_penalty_area,home_fouls,away_fouls,home_woodwork_hits,away_woodwork_hits,home_goal_chances,away_goal_chances,home_assists,away_assists,home_offsides,away_offsides,home_corner_kicks,away_corner_kicks,home_yel_cards,away_yel_cards,home_red_cards,away_red_cards,home_crosses,away_crosses,home_long_throws,away_long_throws,home_attacks_from_center,away_attacks_from_center,home_attacks_from_right,away_attacks_from_right,home_attacks_from_left,away_attacks_from_left
2006-07,15,2006-12-09,18:00,DOMENICO MESSINA,REGGINA,ASCOLI,home,2,1,1,3,0,0,11,4,5,2,6,2,0,0,32,30,0,0,0,0,4,2,5,1,8,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2006-07,15,2006-12-09,20:30,GIANLUCA ROCCHI,PALERMO,LIVORNO,home,3,0,3,8,0,0,19,10,12,3,7,7,0,0,17,12,1,0,0,0,7,0,1,0,5,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2006-07,15,2006-12-10,15:00,STEFANO FARINA,ATALANTA,MESSINA,home,3,2,4,5,0,0,12,12,8,6,4,6,0,0,20,33,0,0,0,0,2,0,2,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2006-07,15,2006-12-10,15:00,ANTONIO DAMATO,CATANIA,UDINESE,home,1,0,7,3,0,0,7,13,4,8,3,5,0,0,18,21,0,1,0,0,0,0,4,2,4,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2006-07,15,2006-12-10,15:00,NICOLA AYROLDI,EMPOLI,INTER,away,0,3,5,1,0,0,10,12,1,9,9,3,0,0,15,16,0,1,0,0,1,3,2,8,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2006-07,15,2006-12-10,20:30,ROBERTO ROSETTI,LAZIO,ROMA,home,3,0,2,1,1,0,4,6,4,2,0,4,0,0,22,20,2,0,0,0,1,2,2,4,3,6,5,2,0,0,7,12,2,1,14,8,5,6,1,5
2006-07,15,2006-12-10,15:00,OSCAR GIRARDI,MILAN,TORINO,draw,0,0,4,5,1,0,16,9,6,6,10,3,0,0,23,23,1,2,0,0,4,1,1,1,7,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2006-07,15,2006-12-10,15:00,MAURIZIO CIAMPI,CAGLIARI,PARMA,draw,0,0,2,3,0,0,7,9,3,2,4,7,0,0,7,22,0,0,0,0,2,0,4,0,5,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0
2006-07,15,2006-12-10,15:00,GIANLUCA PAPARESTA,CHIEVOVERONA,FIORENTINA,away,0,1,5,3,0,0,6,9,3,6,3,3,0,0,21,18,0,0,0,0,1,3,2,9,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-07,15,2006-12-10,15:00,FRANCESCO SQUILLACE,SAMPDORIA,ROBUR SIENA,draw,0,0,0,5,0,0,14,5,5,0,9,5,0,0,21,35,0,0,0,0,0,0,4,3,8,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2006-07,16,2006-12-16,18:00,MASSIMILIANO SACCANI,FIORENTINA,MILAN,draw,2,2,1,2,1,0,4,5,3,3,1,2,0,0,26,24,0,0,0,0,1,2,4,4,5,5,2,4,0,0,9,10,2,1,7,7,3,3,7,5
2006-07,16,2006-12-16,20:30,ROLAND HERBERG,UDINESE,CAGLIARI,home,3,1,4,5,0,0,12,12,8,5,4,7,0,0,19,21,0,0,0,0,1,0,7,4,4,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0
2006-07,16,2006-12-17,15:00,DANIELE ORSATO,ROBUR SIENA,ATALANTA,draw,1,1,3,6,0,0,11,8,7,6,4,2,0,0,15,5,0,2,0,0,5,2,2,4,5,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2006-07,16,2006-12-17,15:00,OBERDAN PANTANA,LIVORNO,LAZIO,draw,1,1,0,4,0,0,9,4,5,1,4,3,0,0,31,19,0,0,0,0,0,1,3,2,2,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0
2006-07,16,2006-12-17,15:00,ROBERTO ROSETTI,REGGINA,SAMPDORIA,away,0,1,2,6,0,0,14,8,6,3,8,5,0,0,22,25,0,0,0,0,5,1,5,0,8,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2006-07,16,2006-12-17,15:00,MATTEO SIMONE,ASCOLI,TORINO,away,0,2,2,2,1,1,8,8,2,4,6,4,0,0,22,18,0,0,0,0,4,2,2,4,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0
2006-07,16,2006-12-17,15:00,EMIDIO MORGANTI,PARMA,CHIEVOVERONA,draw,2,2,3,5,0,1,12,8,6,5,6,3,0,0,18,9,0,0,0,0,1,1,2,2,2,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2006-07,16,2006-12-17,20:30,NICOLA RIZZOLI,ROMA,PALERMO,home,4,0,2,3,1,0,8,6,6,2,2,4,0,0,16,20,2,0,0,0,5,2,2,3,7,4,2,3,0,0,6,9,0,0,15,10,4,3,4,2
2006-07,16,2006-12-17,15:00,NICOLA STEFANINI,INTER,MESSINA,home,2,0,4,7,0,0,22,12,11,5,11,7,0,0,15,10,2,1,0,0,5,3,1,1,11,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2006-07,17,2006-12-20,20:30,GABRIELE GAVA,PALERMO,ASCOLI,home,4,0,4,4,0,0,15,11,7,4,8,7,0,0,20,17,0,0,-,-,4,0,4,2,2,6,1,1,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,17,2006-12-20,20:30,ANDREA ROMEO,EMPOLI,ROBUR SIENA,home,1,0,2,3,0,0,9,9,5,2,4,7,0,0,18,17,1,0,-,-,1,1,3,0,6,3,3,3,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,17,2006-12-20,20:30,ANTONIO DANILO,MESSINA,PARMA,draw,1,1,6,4,0,0,11,15,5,8,6,7,0,0,18,22,0,1,-,-,2,0,4,0,8,3,2,2,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,17,2006-12-20,20:30,OSCAR GIRARDI,CAGLIARI,FIORENTINA,away,0,2,3,1,0,0,4,5,1,5,3,0,0,0,18,16,0,0,-,-,0,2,1,6,4,3,2,3,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,17,2006-12-20,20:30,STEFANO FARINA,CHIEVOVERONA,REGGINA,home,3,2,1,3,0,0,12,5,6,3,6,2,0,0,27,17,0,0,-,-,0,0,3,3,4,1,2,4,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,17,2006-12-20,20:30,NICOLA PIERPAOLI,ATALANTA,UDINESE,away,1,2,2,6,0,0,12,10,7,4,5,6,0,0,22,18,0,0,-,-,3,1,1,2,2,2,3,1,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,17,2006-12-20,20:30,GIANLUCA ROCCHI,LAZIO,INTER,away,0,2,1,4,0,0,7,8,4,3,3,5,0,0,22,19,0,0,-,-,0,1,0,6,3,5,3,2,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,17,2006-12-20,20:30,PAOLO DONDARINI,MILAN,CATANIA,home,3,0,5,3,0,0,18,8,6,6,12,2,0,0,23,13,0,1,-,-,7,1,2,0,7,2,2,0,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,17,2006-12-20,20:30,GIANLUCA PAPARESTA,TORINO,ROMA,away,1,2,6,1,0,1,7,12,2,8,5,4,0,0,17,12,0,0,-,-,1,1,4,2,2,6,2,3,1,0,-,-,-,-,-,-,-,-,-,-
2006-07,17,2006-12-20,20:30,LUCA PALANCA,SAMPDORIA,LIVORNO,home,4,1,0,4,1,0,14,5,8,1,6,4,0,0,13,23,0,0,-,-,2,0,2,2,2,4,1,3,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,18,2006-12-23,15:00,ANDREA GERVASONI,LIVORNO,TORINO,draw,1,1,2,4,0,0,11,10,5,4,6,6,0,0,9,19,0,1,-,-,4,1,3,0,6,4,3,3,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,18,2006-12-23,15:00,MASSIMILIANO SACCANI,PARMA,LAZIO,away,1,3,4,6,0,0,17,14,8,9,9,5,0,0,33,18,1,2,-,-,2,5,4,3,10,6,3,1,0,1,-,-,-,-,-,-,-,-,-,-
2006-07,18,2006-12-23,15:00,PAOLO TAGLIAVENTO,ROMA,CAGLIARI,home,2,0,1,4,0,0,12,7,6,1,6,6,0,0,17,15,0,0,-,-,3,0,6,1,8,3,1,2,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,18,2006-12-23,15:00,MAURO BERGONZI,FIORENTINA,MESSINA,home,4,0,3,5,0,0,18,4,9,3,9,1,0,0,8,13,0,0,-,-,4,0,0,0,5,3,2,0,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,18,2006-12-23,15:00,MATTEO SIMONE,REGGINA,EMPOLI,home,4,1,7,4,0,1,12,16,8,8,4,8,0,0,20,15,0,0,-,-,4,5,1,3,6,10,3,2,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,18,2006-12-23,15:00,STEFANO FARINA,ROBUR SIENA,PALERMO,draw,1,1,3,6,0,0,11,8,7,5,4,3,0,0,19,18,1,1,-,-,5,0,3,4,2,0,2,1,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,18,2006-12-23,15:00,ANDREA DE,ASCOLI,CHIEVOVERONA,home,3,0,2,4,0,0,10,4,7,2,3,2,0,0,23,31,0,0,-,-,3,2,5,4,2,2,4,2,0,2,-,-,-,-,-,-,-,-,-,-
2006-07,18,2006-12-23,15:00,NICOLA RIZZOLI,UDINESE,MILAN,away,0,3,0,6,0,1,12,7,6,3,6,4,0,0,10,16,0,0,-,-,0,0,1,8,5,3,2,2,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,18,2006-12-23,15:00,PAOLO SILVIO,CATANIA,SAMPDORIA,home,4,2,3,4,1,0,9,11,8,5,1,6,0,0,18,25,0,0,-,-,1,0,2,0,2,4,2,2,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,18,2006-12-23,15:00,PAOLO BERTINI,INTER,ATALANTA,home,2,1,6,4,0,0,9,10,5,6,4,4,0,0,20,19,0,0,-,-,3,2,2,3,6,5,2,4,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,19,2007-01-13,20:30,MASSIMILIANO SACCANI,TORINO,INTER,away,1,3,2,1,0,1,1,6,1,4,0,2,0,0,17,11,0,0,-,-,0,4,3,4,2,2,3,2,1,0,16,8,-,-,6,4,4,4,6,3
2006-07,19,2007-01-13,18:00,LUCA PALANCA,EMPOLI,PARMA,home,2,0,1,3,0,0,9,4,5,1,4,3,0,0,15,15,0,0,-,-,2,0,2,5,5,5,2,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,19,2007-01-14,15:00,EMIDIO MORGANTI,PALERMO,UDINESE,home,2,0,6,4,0,0,14,16,7,6,7,10,0,0,15,12,1,0,-,-,3,2,1,4,2,9,0,1,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,19,2007-01-14,15:00,GIANLUCA PAPARESTA,SAMPDORIA,FIORENTINA,draw,0,0,2,6,0,0,14,4,6,2,8,2,0,0,20,20,0,0,-,-,0,0,2,2,5,3,1,3,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,19,2007-01-14,20:30,GABRIELE GAVA,LAZIO,ROBUR SIENA,draw,1,1,3,3,0,0,7,5,4,4,3,1,0,0,14,26,0,0,-,-,2,1,5,4,7,8,2,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,19,2007-01-14,15:00,DOMENICO MESSINA,CHIEVOVERONA,CATANIA,home,2,1,2,4,1,0,10,5,6,3,4,2,0,0,28,20,0,0,-,-,3,2,1,2,5,3,2,5,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,19,2007-01-14,15:00,NICOLA RIZZOLI,CAGLIARI,ASCOLI,home,1,0,3,6,1,0,13,6,7,3,6,3,0,0,14,22,0,0,-,-,3,1,5,4,3,7,0,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,19,2007-01-14,15:00,GIANLUCA ROCCHI,MESSINA,ROMA,draw,1,1,5,1,1,0,4,11,2,7,2,4,0,0,13,20,0,1,-,-,0,1,2,3,5,5,1,3,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,19,2007-01-14,15:00,NICOLA AYROLDI,MILAN,REGGINA,home,3,1,5,3,0,0,13,14,6,7,7,7,0,0,18,11,0,1,-,-,6,3,1,3,5,7,0,1,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,19,2007-01-14,15:00,LUCA MARELLI,ATALANTA,LIVORNO,home,5,1,3,3,0,0,14,10,9,6,5,4,0,0,16,21,1,2,-,-,1,1,1,3,2,2,0,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,20,2007-01-20,18:00,STEFANO FARINA,ASCOLI,ATALANTA,away,1,3,2,5,0,0,16,9,6,5,10,4,0,0,16,20,0,0,-,-,2,2,2,7,7,6,3,1,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,20,2007-01-20,20:30,PAOLO BERTINI,REGGINA,PALERMO,draw,0,0,3,2,0,0,9,9,2,3,7,6,0,0,19,23,0,0,-,-,1,1,2,1,2,4,4,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,20,2007-01-21,15:00,ANDREA GERVASONI,ROBUR SIENA,CHIEVOVERONA,home,2,1,6,3,0,0,8,12,5,6,3,6,0,0,11,17,0,0,-,-,4,4,9,2,9,3,1,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,20,2007-01-21,15:00,MAURIZIO CIAMPI,UDINESE,MESSINA,home,1,0,0,6,0,0,17,8,8,0,9,8,0,0,16,19,1,0,-,-,0,0,2,5,10,0,2,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,20,2007-01-21,15:00,NICOLA AYROLDI,LIVORNO,ROMA,draw,1,1,4,0,1,0,2,15,1,5,1,10,0,0,21,12,0,0,-,-,8,6,4,1,1,8,4,2,0,1,0,0,-,-,0,0,0,0,0,0
2006-07,20,2007-01-21,20:30,MASSIMILIANO SACCANI,LAZIO,MILAN,draw,0,0,1,2,0,0,4,2,2,1,2,1,0,0,18,19,0,0,-,-,2,0,3,4,4,4,1,1,0,0,11,14,-,-,8,8,7,2,2,4
2006-07,20,2007-01-21,15:00,PAOLO SILVIO,PARMA,TORINO,home,1,0,3,1,0,0,10,8,2,3,8,5,0,0,28,21,0,0,-,-,2,1,2,2,7,3,3,3,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,20,2007-01-21,15:00,LUCA MARELLI,EMPOLI,SAMPDORIA,home,2,0,1,2,1,0,13,5,4,2,9,3,0,0,20,23,0,1,-,-,0,0,4,0,8,9,2,3,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,20,2007-01-21,15:00,ROBERTO ROSETTI,CATANIA,CAGLIARI,away,0,1,3,5,0,1,8,6,5,4,3,2,0,0,18,21,0,0,-,-,0,0,1,2,12,1,4,3,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,20,2007-01-21,15:00,EMIDIO MORGANTI,INTER,FIORENTINA,home,3,1,3,2,0,0,9,9,5,4,4,5,0,0,21,18,0,0,-,-,2,2,3,1,7,3,2,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,16,2007-01-24,20:30,MAURO BERGONZI,CATANIA,EMPOLI,home,2,1,3,3,0,0,13,12,4,4,9,8,0,0,23,29,1,0,0,0,1,0,7,2,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2006-07,21,2007-01-27,20:30,PAOLO DONDARINI,PALERMO,LAZIO,away,0,3,8,3,0,1,12,18,3,11,9,7,0,0,15,17,0,0,-,-,0,1,3,3,5,6,2,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,21,2007-01-27,18:00,CHRISTIAN BRIGHI,TORINO,UDINESE,away,2,3,4,4,0,0,14,15,6,7,8,8,0,0,14,11,0,0,-,-,2,5,3,3,5,2,1,0,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,21,2007-01-28,15:00,GABRIELE GAVA,MILAN,PARMA,home,1,0,2,4,0,0,9,4,5,2,4,2,0,0,13,23,0,0,-,-,4,0,2,1,6,0,0,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,21,2007-01-28,15:00,ANTONIO DANILO,ROMA,ROBUR SIENA,home,1,0,8,10,0,0,18,9,11,8,7,1,0,0,17,22,0,0,-,-,7,2,1,3,5,8,2,2,0,1,0,0,-,-,0,0,0,0,0,0
2006-07,21,2007-01-28,15:00,ANDREA DE,CAGLIARI,REGGINA,away,0,2,2,3,0,0,5,9,4,5,1,4,0,0,24,15,1,0,-,-,3,3,1,7,6,5,2,3,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,21,2007-01-28,15:00,ANDREA ROMEO,ATALANTA,CATANIA,draw,1,1,1,8,0,0,13,6,10,2,3,4,0,0,27,23,1,0,-,-,1,0,1,0,11,2,2,3,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,21,2007-01-28,15:00,PAOLO TAGLIAVENTO,MESSINA,ASCOLI,away,1,2,5,2,1,0,10,11,3,8,7,3,0,0,22,21,0,1,-,-,2,3,7,2,3,8,1,7,0,1,0,0,-,-,0,0,0,0,0,0
2006-07,21,2007-01-28,20:30,NICOLA RIZZOLI,SAMPDORIA,INTER,away,0,2,1,0,0,0,0,4,0,3,0,1,0,0,11,17,0,0,-,-,0,1,2,3,7,5,3,3,1,0,7,18,-,-,4,6,7,9,1,1
2006-07,21,2007-01-28,15:00,ANTONIO DAMATO,CHIEVOVERONA,EMPOLI,draw,0,0,2,3,0,0,8,3,3,2,5,1,0,0,27,17,0,0,-,-,3,1,0,2,7,2,3,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,21,2007-01-28,15:00,PAOLO BERTINI,FIORENTINA,LIVORNO,home,2,1,6,9,0,0,24,9,11,7,13,2,0,0,17,23,0,0,-,-,7,1,3,4,4,1,2,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,22,2007-02-02,18:00,STEFANO FARINA,CATANIA,PALERMO,away,1,2,2,6,0,0,12,10,7,4,5,6,0,0,15,22,0,0,0,0,1,2,3,4,10,4,4,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,23,2007-02-11,15:00,EMIDIO MORGANTI,ATALANTA,LAZIO,draw,0,0,4,4,0,0,8,8,4,4,4,4,0,0,17,18,0,0,-,-,0,0,4,7,3,3,1,2,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,23,2007-02-11,15:00,PAOLO BERTINI,SAMPDORIA,ASCOLI,home,2,0,2,5,1,0,18,4,7,2,11,2,0,0,22,23,0,0,-,-,3,0,3,2,9,9,2,4,0,1,-,-,-,-,-,-,-,-,-,-
2006-07,23,2007-02-11,15:00,NICOLA AYROLDI,FIORENTINA,UDINESE,home,2,0,7,4,0,0,15,13,6,7,9,6,0,0,26,10,0,0,-,-,6,2,8,3,5,7,3,1,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,23,2007-02-11,15:00,GIANLUCA PAPARESTA,MESSINA,CATANIA,draw,1,1,1,2,0,0,5,11,3,2,2,9,0,0,23,16,0,0,-,-,0,2,3,0,5,7,2,1,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,23,2007-02-11,15:00,ROBERTO ROSETTI,MILAN,LIVORNO,home,2,1,3,8,0,0,23,8,11,5,12,3,0,0,10,16,1,1,-,-,2,0,4,4,17,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,23,2007-02-11,15:00,GIANLUCA ROCCHI,TORINO,REGGINA,away,1,2,1,5,0,0,13,5,6,3,7,2,0,0,18,15,2,0,-,-,1,1,1,1,4,9,3,4,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,23,2007-02-11,15:00,DOMENICO MESSINA,CHIEVOVERONA,INTER,away,0,2,2,2,0,0,9,8,2,4,7,4,0,0,19,13,0,0,-,-,1,2,0,2,8,2,2,1,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,23,2007-02-11,15:00,MATTEO SIMONE,ROMA,PARMA,home,3,0,1,7,0,0,20,7,11,1,9,6,0,0,10,20,1,0,-,-,5,1,5,2,8,2,1,5,0,1,-,-,-,-,-,-,-,-,-,-
2006-07,23,2007-02-11,15:00,MAURO BERGONZI,CAGLIARI,ROBUR SIENA,draw,2,2,3,1,0,0,8,8,3,5,5,3,0,0,20,23,0,0,-,-,1,0,6,5,3,3,0,3,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,23,2007-02-11,15:00,OSCAR GIRARDI,PALERMO,EMPOLI,away,0,1,2,7,0,0,13,11,8,4,5,7,0,0,21,16,1,1,-,-,1,0,6,2,9,3,2,2,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,24,2007-02-17,15:00,PAOLO DONDARINI,EMPOLI,ROMA,home,1,0,8,3,0,0,11,13,4,9,7,4,0,0,19,18,0,2,-,-,2,2,1,3,5,10,2,1,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,24,2007-02-17,15:00,MATTEO SIMONE,INTER,CAGLIARI,home,1,0,1,2,0,0,9,4,4,1,5,3,0,0,19,12,1,0,-,-,2,2,2,1,8,3,2,2,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,24,2007-02-17,15:00,DOMENICO MESSINA,ROBUR SIENA,MILAN,away,3,4,1,0,0,0,8,11,3,4,5,7,0,0,9,15,0,0,-,-,2,4,2,1,4,5,4,2,0,1,-,-,-,-,-,-,-,-,-,-
2006-07,24,2007-02-18,15:00,NICOLA STEFANINI,PALERMO,CHIEVOVERONA,draw,1,1,3,2,0,0,8,11,3,4,5,7,0,0,22,15,0,0,-,-,1,0,4,1,3,1,6,2,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,24,2007-02-18,15:00,NICOLA RIZZOLI,LAZIO,TORINO,home,2,0,5,8,0,0,16,8,10,5,6,3,0,0,19,20,0,0,-,-,4,1,0,3,6,4,1,0,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,24,2007-02-18,15:00,STEFANO FARINA,LIVORNO,MESSINA,home,2,1,2,4,0,0,10,7,6,3,4,4,0,0,18,21,0,0,-,-,5,4,1,1,6,9,1,3,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,24,2007-02-18,15:00,MAURO BERGONZI,REGGINA,ATALANTA,draw,1,1,6,1,0,0,9,9,2,6,7,3,0,0,24,19,0,0,-,-,5,2,4,1,5,8,4,4,0,1,-,-,-,-,-,-,-,-,-,-
2006-07,24,2007-02-18,15:00,ANDREA DE,ASCOLI,UDINESE,draw,2,2,2,4,0,0,8,6,6,4,2,2,0,0,26,15,0,0,-,-,3,2,2,8,3,1,3,2,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,24,2007-02-18,15:00,ANTONIO DANILO,CATANIA,FIORENTINA,away,0,1,7,1,0,0,3,16,1,7,2,9,0,0,16,31,0,0,-,-,3,11,0,3,2,4,1,1,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,24,2007-02-18,15:00,CHRISTIAN BRIGHI,PARMA,SAMPDORIA,away,0,1,3,4,0,1,13,9,4,4,9,5,0,0,24,9,0,0,-,-,1,0,2,4,6,3,3,2,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,25,2007-02-24,18:00,MASSIMILIANO SACCANI,CHIEVOVERONA,TORINO,home,3,0,4,1,1,0,5,6,4,4,1,2,0,0,15,25,0,0,0,0,1,1,4,1,2,3,4,3,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,25,2007-02-24,20:30,ROBERTO ROSETTI,ATALANTA,PALERMO,draw,1,1,2,6,0,0,12,8,7,3,5,5,0,0,14,18,0,0,0,0,1,1,3,1,4,10,2,1,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,25,2007-02-25,15:00,TIZIANO PIERI,UDINESE,PARMA,draw,3,3,1,4,1,1,14,9,8,5,6,4,0,0,16,24,1,1,0,0,0,0,3,1,7,2,2,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,25,2007-02-25,15:00,GIANLUCA PAPARESTA,FIORENTINA,EMPOLI,home,2,0,3,5,0,0,17,4,7,3,10,1,0,0,18,8,0,0,0,0,3,0,5,3,5,5,2,2,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,25,2007-02-25,15:00,PAOLO TAGLIAVENTO,ROMA,REGGINA,home,3,0,4,5,1,0,16,6,9,4,7,2,0,0,20,23,1,0,0,0,4,0,0,5,9,7,3,3,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,25,2007-02-25,15:00,OSCAR GIRARDI,LIVORNO,ASCOLI,draw,0,0,3,2,0,0,13,5,3,3,10,2,0,0,14,14,1,0,0,0,7,0,5,2,2,6,2,4,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,25,2007-02-25,20:30,NICOLA AYROLDI,MILAN,SAMPDORIA,home,1,0,4,0,0,0,4,5,1,4,3,1,0,0,14,20,0,0,0,0,0,1,3,4,7,6,1,2,1,0,12,4,-,-,9,6,2,1,7,3
2006-07,25,2007-02-25,15:00,DOMENICO MESSINA,CAGLIARI,LAZIO,away,0,2,2,1,0,0,6,8,1,4,5,4,0,0,17,14,0,0,0,0,1,1,5,5,5,3,2,2,1,0,0,0,-,-,0,0,0,0,0,0
2006-07,25,2007-02-25,15:00,OBERDAN PANTANA,MESSINA,ROBUR SIENA,home,1,0,5,2,0,0,12,16,3,6,9,10,0,0,19,23,0,1,0,0,2,2,3,1,5,4,4,1,0,0,0,0,-,-,0,0,0,0,0,0
2006-07,25,2007-02-25,15:00,PAOLO BERTINI,CATANIA,INTER,away,2,5,3,3,0,0,7,14,5,10,2,4,0,0,9,25,0,2,0,0,4,7,2,1,3,7,1,1,1,0,0,0,-,-,0,0,0,0,0,0
2006-07,26,2007-02-28,15:00,PAOLO DONDARINI,ROBUR SIENA,LIVORNO,draw,0,0,2,3,0,0,17,10,5,2,12,8,0,0,10,7,2,0,-,-,5,1,5,0,10,1,1,2,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,26,2007-02-28,15:00,MATTEO SIMONE,PALERMO,MILAN,draw,0,0,5,3,0,1,12,12,3,6,9,6,0,0,20,18,0,1,-,-,2,2,5,2,2,1,3,2,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,26,2007-02-28,15:00,DANIELE ORSATO,SAMPDORIA,ATALANTA,home,2,1,2,2,1,0,10,5,4,3,6,2,0,0,21,24,0,0,-,-,0,0,2,1,10,2,2,3,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,26,2007-02-28,15:00,NICOLA RIZZOLI,REGGINA,FIORENTINA,draw,1,1,7,3,0,1,8,14,5,8,3,6,0,0,26,31,1,0,-,-,0,1,4,1,5,3,4,3,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,26,2007-02-28,15:00,GIANLUCA ROCCHI,LAZIO,CATANIA,home,3,1,1,2,0,0,14,7,5,2,9,5,0,0,19,25,0,0,-,-,3,2,1,3,11,7,2,4,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,26,2007-02-28,15:00,PAOLO BERTINI,CHIEVOVERONA,ROMA,draw,2,2,2,3,0,0,9,10,5,4,4,6,0,0,18,17,0,0,-,-,2,2,3,7,7,2,3,4,0,0,-,-,-,-,-,-,-,-,-,-
2006-07,26,2007-02-28,15:00,ANDREA DE,EMPOLI,MESSINA,home,3,1,3,5,0,0,13,4,7,4,6,0,0,0,13,13,0,0,-,-,9,2,0,1,5,5,1,2,0,1,-,-,-,-,-,-,-,-,-,-
